time,sex,classif1,classif2,obs_value,age_extracted
2017,,Age : 15-24,"Economic activity , 2 digit level: 01 - Agriculture, hunting and related service activities",38.1,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 05 - Fishing, aquaculture and service activities incidental to fishing",41.63,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 11 - Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying",39.39,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 13 - Mining of metal ores",43.54,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 15 - Manufacture of food products and beverages",38.2,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 16 - Manufacture of tobacco products",43.77,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 17 - Manufacture of textiles",36.15,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 18 - Manufacture of wearing apparel; dressing and dyeing of fur",32.77,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 19 - Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",32.96,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 20 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",40.96,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 22 - Publishing, printing and reproduction of recorded media",40.0,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 24 - Manufacture of chemicals and chemical products",41.4,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 25 - Manufacture of rubber and plastics products",39.72,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 26 - Manufacture of other non-metallic mineral products",38.01,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 27 - Manufacture of basic metals",39.27,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 28 - Manufacture of fabricated metal products, except machinery and equipment",39.26,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 29 - Manufacture of machinery and equipment n.e.c.",37.65,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 36 - Manufacture of furniture; manufacturing n.e.c.",32.32,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 40 - Electricity, gas, steam and hot water supply",40.0,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 45 - Construction",38.88,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 51 - Wholesale trade and commission trade, except of motor vehicles and motorcycles",40.65,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 52 - Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",37.23,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 55 - Hotels and restaurants",37.12,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 60 - Land transport; transport via pipelines",41.93,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 61 - Water transport",45.43,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 62 - Air transport",40.37,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 63 - Supporting and auxiliary transport activities; activities of travel agencies",34.74,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 64 - Post and telecommunications",39.38,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 65 - Financial intermediation, except insurance and pension funding",35.89,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 66 - Insurance and pension funding, except compulsory social security",38.49,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 70 - Real estate activities",38.43,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 75 - Public administration and defence; compulsory social security",41.28,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 80 - Education",35.95,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 85 - Health and social work",39.1,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 90 - Sewage and refuse disposal, sanitation and similar activities",39.41,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 91 - Activities of membership organizations n.e.c.",33.04,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 92 - Recreational, cultural and sporting activities",33.25,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 93 - Other service activities",36.04,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: 95 - Activities of private households as employers of domestic staff",33.55,"(15, 24)"
2017,,Age : 15-24,"Economic activity , 2 digit level: Not elsewhere classified",35.53,"(15, 24)"
2017,,Age : 25+,"Economic activity , 2 digit level: 01 - Agriculture, hunting and related service activities",39.08,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 02 - Forestry, logging and related service activities",37.35,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 05 - Fishing, aquaculture and service activities incidental to fishing",43.55,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 10 - Mining of coal and lignite; extraction of peat",47.26,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 11 - Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying",41.79,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 13 - Mining of metal ores",42.15,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 14 - Other mining and quarrying",36.81,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 15 - Manufacture of food products and beverages",39.41,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 16 - Manufacture of tobacco products",40.71,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 17 - Manufacture of textiles",35.31,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 18 - Manufacture of wearing apparel; dressing and dyeing of fur",32.91,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 19 - Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",41.25,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 20 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",40.44,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 21 - Manufacture of paper and paper products",40.18,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 22 - Publishing, printing and reproduction of recorded media",39.95,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 24 - Manufacture of chemicals and chemical products",40.79,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 25 - Manufacture of rubber and plastics products",40.14,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 26 - Manufacture of other non-metallic mineral products",40.52,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 27 - Manufacture of basic metals",41.56,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 28 - Manufacture of fabricated metal products, except machinery and equipment",40.64,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 29 - Manufacture of machinery and equipment n.e.c.",39.18,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 34 - Manufacture of motor vehicles, trailers and semi-trailers",39.87,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 36 - Manufacture of furniture; manufacturing n.e.c.",33.61,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 40 - Electricity, gas, steam and hot water supply",38.41,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 41 - Collection, purification and distribution of water",39.55,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 45 - Construction",39.11,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 51 - Wholesale trade and commission trade, except of motor vehicles and motorcycles",40.37,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 52 - Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",37.65,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 55 - Hotels and restaurants",39.29,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 60 - Land transport; transport via pipelines",41.73,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 61 - Water transport",43.7,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 62 - Air transport",40.4,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 63 - Supporting and auxiliary transport activities; activities of travel agencies",38.85,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 64 - Post and telecommunications",39.83,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 65 - Financial intermediation, except insurance and pension funding",39.54,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 66 - Insurance and pension funding, except compulsory social security",39.31,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 70 - Real estate activities",39.96,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 71 - Renting of machinery and equipment without operator and of personal and household goods",34.1,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 75 - Public administration and defence; compulsory social security",39.94,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 80 - Education",36.96,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 85 - Health and social work",39.5,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 90 - Sewage and refuse disposal, sanitation and similar activities",39.71,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 91 - Activities of membership organizations n.e.c.",38.12,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 92 - Recreational, cultural and sporting activities",38.42,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 93 - Other service activities",38.01,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 95 - Activities of private households as employers of domestic staff",33.91,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: 99 - Extraterritorial organizations and bodies",38.75,"(25, None)"
2017,,Age : 25+,"Economic activity , 2 digit level: Not elsewhere classified",38.96,"(25, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 01 - Agriculture, hunting and related service activities",40.21,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 02 - Forestry, logging and related service activities",38.51,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 05 - Fishing, aquaculture and service activities incidental to fishing",43.48,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 11 - Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying",41.66,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 13 - Mining of metal ores",47.57,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 14 - Other mining and quarrying",40.69,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 15 - Manufacture of food products and beverages",39.53,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 16 - Manufacture of tobacco products",37.59,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 17 - Manufacture of textiles",37.25,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 18 - Manufacture of wearing apparel; dressing and dyeing of fur",32.74,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 19 - Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",40.78,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 20 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",38.87,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 21 - Manufacture of paper and paper products",40.29,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 22 - Publishing, printing and reproduction of recorded media",39.99,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 24 - Manufacture of chemicals and chemical products",39.68,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 25 - Manufacture of rubber and plastics products",40.29,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 26 - Manufacture of other non-metallic mineral products",40.63,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 27 - Manufacture of basic metals",40.28,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 28 - Manufacture of fabricated metal products, except machinery and equipment",40.0,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 29 - Manufacture of machinery and equipment n.e.c.",40.45,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 34 - Manufacture of motor vehicles, trailers and semi-trailers",40.41,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 36 - Manufacture of furniture; manufacturing n.e.c.",34.6,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 40 - Electricity, gas, steam and hot water supply",39.57,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 41 - Collection, purification and distribution of water",41.59,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 45 - Construction",39.37,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 51 - Wholesale trade and commission trade, except of motor vehicles and motorcycles",40.26,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 52 - Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",38.29,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 55 - Hotels and restaurants",38.22,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 60 - Land transport; transport via pipelines",41.96,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 61 - Water transport",38.95,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 62 - Air transport",42.54,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 63 - Supporting and auxiliary transport activities; activities of travel agencies",39.05,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 64 - Post and telecommunications",39.01,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 65 - Financial intermediation, except insurance and pension funding",39.87,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 66 - Insurance and pension funding, except compulsory social security",40.67,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 70 - Real estate activities",40.11,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 71 - Renting of machinery and equipment without operator and of personal and household goods",36.65,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 75 - Public administration and defence; compulsory social security",40.44,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 80 - Education",35.79,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 85 - Health and social work",39.25,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 90 - Sewage and refuse disposal, sanitation and similar activities",37.04,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 91 - Activities of membership organizations n.e.c.",39.56,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 92 - Recreational, cultural and sporting activities",36.86,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 93 - Other service activities",37.68,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 95 - Activities of private households as employers of domestic staff",34.77,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: 99 - Extraterritorial organizations and bodies",40.0,"(15, None)"
2016,,Age : 15+,"Economic activity , 2 digit level: Not elsewhere classified",32.34,"(15, None)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 01 - Agriculture, hunting and related service activities",39.18,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 05 - Fishing, aquaculture and service activities incidental to fishing",40.39,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 11 - Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying",40.0,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 13 - Mining of metal ores",50.21,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 14 - Other mining and quarrying",36.34,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 15 - Manufacture of food products and beverages",38.36,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 16 - Manufacture of tobacco products",32.68,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 17 - Manufacture of textiles",31.5,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 18 - Manufacture of wearing apparel; dressing and dyeing of fur",36.4,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 19 - Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",39.15,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 20 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",40.19,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 22 - Publishing, printing and reproduction of recorded media",38.57,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 24 - Manufacture of chemicals and chemical products",40.17,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 25 - Manufacture of rubber and plastics products",39.56,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 26 - Manufacture of other non-metallic mineral products",40.88,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 27 - Manufacture of basic metals",35.48,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 28 - Manufacture of fabricated metal products, except machinery and equipment",38.49,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 29 - Manufacture of machinery and equipment n.e.c.",39.46,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 34 - Manufacture of motor vehicles, trailers and semi-trailers",36.45,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 36 - Manufacture of furniture; manufacturing n.e.c.",33.03,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 40 - Electricity, gas, steam and hot water supply",28.0,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 45 - Construction",38.74,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 51 - Wholesale trade and commission trade, except of motor vehicles and motorcycles",38.46,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 52 - Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods",36.99,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 55 - Hotels and restaurants",36.36,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 60 - Land transport; transport via pipelines",40.79,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 61 - Water transport",43.04,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 62 - Air transport",38.67,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 63 - Supporting and auxiliary transport activities; activities of travel agencies",33.98,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 64 - Post and telecommunications",34.71,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 65 - Financial intermediation, except insurance and pension funding",36.63,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 66 - Insurance and pension funding, except compulsory social security",39.95,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 70 - Real estate activities",37.9,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 71 - Renting of machinery and equipment without operator and of personal and household goods",31.48,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 75 - Public administration and defence; compulsory social security",41.9,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 80 - Education",32.18,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 85 - Health and social work",37.95,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 90 - Sewage and refuse disposal, sanitation and similar activities",30.51,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 91 - Activities of membership organizations n.e.c.",26.32,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 92 - Recreational, cultural and sporting activities",35.03,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 93 - Other service activities",34.68,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: 95 - Activities of private households as employers of domestic staff",34.73,"(15, 24)"
2016,,Age : 15-24,"Economic activity , 2 digit level: Not elsewhere classified",30.11,"(15, 24)"
2016,,Age : 25+,"Economic activity , 2 digit level: 01 - Agriculture, hunting and related service activities",40.47,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 02 - Forestry, logging and related service activities",35.52,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 05 - Fishing, aquaculture and service activities incidental to fishing",44.39,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 11 - Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying",41.72,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 13 - Mining of metal ores",46.34,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 14 - Other mining and quarrying",41.34,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 15 - Manufacture of food products and beverages",39.76,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 16 - Manufacture of tobacco products",39.23,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 17 - Manufacture of textiles",37.68,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 18 - Manufacture of wearing apparel; dressing and dyeing of fur",32.55,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 19 - Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear",41.07,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 20 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",38.69,"(25, None)"
2016,,Age : 25+,"Economic activity , 2 digit level: 21 - Manufacture of paper and paper products",40.31,"(25, None)"
