ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (Aggregate): Total,,2012,842.931,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (Aggregate): Agriculture,,2012,47.679,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (Aggregate): Manufacturing,,2012,75.272,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (Aggregate): Construction,,2012,172.846,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,2012,27.326,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,2012,336.855,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",,2012,152.865,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (Aggregate): Not classified,,2012,30.088,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (Aggregate): Total,,2012,493.151,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (Aggregate): Agriculture,,2012,41.237,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (Aggregate): Manufacturing,,2012,50.925,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (Aggregate): Construction,,2012,161.878,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,2012,18.117,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,2012,170.539,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",,2012,37.672,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (Aggregate): Not classified,,2012,12.783,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (Aggregate): Total,,2012,349.78,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (Aggregate): Agriculture,,2012,6.442,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (Aggregate): Manufacturing,,2012,24.347,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (Aggregate): Construction,,2012,10.968,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,"Economic activity (Aggregate): Mining and quarrying; Electricity, gas and water supply",,2012,9.209,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,"Economic activity (Aggregate): Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,2012,166.316,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,"Economic activity (Aggregate): Public Administration, Community, Social and other Services and Activities",,2012,115.193,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (Aggregate): Not classified,,2012,17.305,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): Total,,2012,842.931,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,,2012,47.679,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): B. Mining and quarrying,,2012,9.168,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): C. Manufacturing,,2012,75.272,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",,2012,12.109,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",,2012,6.049,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): F. Construction,,2012,172.846,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,,2012,186.037,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): H. Transportation and storage,,2012,54.485,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,,2012,40.959,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): J. Information and communication,,2012,9.597,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,,2012,10.052,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): L. Real estate activities,,2012,0.746,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",,2012,33.899,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,,2012,1.08,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,,2012,16.608,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): P. Education,,2012,49.685,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,,2012,17.333,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",,2012,12.498,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): S. Other service activities,,2012,1.61,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,,2012,55.131,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Total,Economic activity (ISIC-Rev.4): X. Not elsewhere classified,,2012,30.088,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): Total,,2012,493.151,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,,2012,41.237,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): B. Mining and quarrying,,2012,7.662,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): C. Manufacturing,,2012,50.925,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",,2012,7.67,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",,2012,2.785,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): F. Construction,,2012,161.878,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,,2012,74.978,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): H. Transportation and storage,,2012,49.937,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,,2012,15.318,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): J. Information and communication,,2012,4.774,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,,2012,3.359,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): L. Real estate activities,,2012,0.219,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (ISIC-Rev.4): M. Professional, scientific and technical activities",,2012,21.022,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): N. Administrative and support service activities,,2012,0.932,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): O. Public administration and defence; compulsory social security,,2012,8.67,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): P. Education,,2012,7.834,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): Q. Human health and social work activities,,2012,2.575,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,"Economic activity (ISIC-Rev.4): R. Arts, entertainment and recreation",,2012,5.692,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): S. Other service activities,,2012,0.091,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): T. Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,,2012,12.81,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Male,Economic activity (ISIC-Rev.4): X. Not elsewhere classified,,2012,12.783,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): Total,,2012,349.78,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): A. Agriculture; forestry and fishing,,2012,6.442,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): B. Mining and quarrying,,2012,1.506,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): C. Manufacturing,,2012,24.347,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,"Economic activity (ISIC-Rev.4): D. Electricity; gas, steam and air conditioning supply",,2012,4.439,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,"Economic activity (ISIC-Rev.4): E. Water supply; sewerage, waste management and remediation activities",,2012,3.264,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): F. Construction,,2012,10.968,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): G. Wholesale and retail trade; repair of motor vehicles and motorcycles,,2012,111.059,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): H. Transportation and storage,,2012,4.548,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): I. Accommodation and food service activities,,2012,25.641,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): J. Information and communication,,2012,4.823,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): K. Financial and insurance activities,,2012,6.693,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former economic activity (thousands),Sex: Female,Economic activity (ISIC-Rev.4): L. Real estate activities,,2012,0.527,,,,Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 10 years old
